1,1,39.71,296.38,53.60999999999999,60.73000000000002,1,5,1.0
2,1,41.34,296.33,53.61,61.58000000000004,1,5,1.0
3,1,42.97,296.29,53.620000000000005,62.41999999999996,1,5,1.0
4,1,44.61,296.25,53.61,63.25999999999999,1,5,1.0
5,1,46.24,296.21,53.60999999999999,64.10000000000002,1,5,1.0
6,1,47.87,296.17,53.62,64.93,1,5,1.0
7,1,49.51,296.13,53.61000000000001,65.76999999999998,1,5,1.0
8,1,51.14,296.08,53.61,66.62,1,5,1.0
9,1,52.77,296.04,53.62,67.45999999999998,1,5,1.0
10,1,54.41,296.0,53.61,68.30000000000001,1,5,1.0
11,1,56.04,295.96,53.61000000000001,69.14000000000004,1,5,1.0
12,1,56.12,296.21,53.62,69.14000000000004,1,5,1.0
13,1,56.21,296.46,53.60999999999999,69.14000000000004,1,5,1.0
14,1,56.29,296.71,53.61000000000001,69.14000000000004,1,5,1.0
15,1,56.37,296.96,53.62,69.14000000000004,1,5,1.0
16,1,56.46,297.21,53.60999999999999,69.15000000000003,1,5,1.0
17,1,56.54,297.47,53.61000000000001,69.13999999999999,1,5,1.0
18,1,56.63,297.72,53.60999999999999,69.13999999999999,1,5,1.0
19,1,56.71,297.97,53.60999999999999,69.13999999999999,1,5,1.0
20,1,56.79,298.22,53.62,69.13999999999999,1,5,1.0
21,1,56.88,298.47,53.60999999999999,69.13999999999999,1,5,1.0
22,1,57.21,299.22,53.60999999999999,69.14999999999998,1,5,1.0
23,1,57.55,299.98,53.61,69.13999999999999,1,5,1.0
24,1,57.88,300.73,53.60999999999999,69.13999999999999,1,5,1.0
25,1,58.22,301.49,53.61,69.13999999999999,1,5,1.0
26,1,58.55,302.24,53.61,69.13999999999999,1,5,1.0
27,1,58.89,302.99,53.61,69.14999999999998,1,5,1.0
28,2,63.58,300.98,43.980000000000004,72.45999999999998,1,11,1.0
29,2,63.52,300.88,43.98,72.45999999999998,1,11,1.0
30,2,63.45,300.77,43.980000000000004,72.47000000000003,1,11,1.0
31,2,63.39,300.67,43.980000000000004,72.45999999999998,1,11,1.0
32,2,63.33,300.57,43.980000000000004,72.45999999999998,1,11,1.0
33,2,63.27,300.46,43.98,72.46000000000004,1,11,1.0
34,2,63.2,300.36,43.980000000000004,72.45999999999998,1,11,1.0
35,2,63.14,300.25,43.980000000000004,72.45999999999998,1,11,1.0
36,2,63.08,300.15,43.980000000000004,72.46000000000004,1,11,1.0
37,2,63.01,300.04,43.98,72.45999999999998,1,11,1.0
38,2,62.95,299.94,43.980000000000004,72.45999999999998,1,11,1.0
39,2,62.89,299.83,43.980000000000004,72.46000000000004,1,11,1.0
40,2,62.83,299.73,43.980000000000004,72.45999999999998,1,11,1.0
41,2,62.76,299.62,43.98,72.45999999999998,1,11,1.0
42,2,62.7,299.52,43.980000000000004,72.46000000000004,1,11,1.0
43,2,62.64,299.41,43.980000000000004,72.45999999999998,1,11,1.0
44,2,62.57,299.31,43.98,72.45999999999998,1,11,1.0
45,2,62.51,299.2,43.98,72.47000000000003,1,11,1.0
46,2,62.45,299.1,43.980000000000004,72.45999999999998,1,11,1.0
47,2,62.39,299.0,43.980000000000004,72.45999999999998,1,11,1.0
48,2,62.32,298.89,43.98,72.46000000000004,1,11,1.0
49,2,62.26,298.79,43.98,72.45999999999998,1,11,1.0
50,2,62.2,298.68,43.980000000000004,72.45999999999998,1,11,1.0
51,2,62.13,298.58,43.98,72.46000000000004,1,11,1.0
